,type,speaker,content,side,icon,condition,condition_setting
127,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200131_141643.jpg,,,delay,0
128,info,,เมืองใหม่ของพระญามังรายถูกสถาปนาว่าอะไร? (วิธีการตอบ) พิมพ์ชื่อเมืองนั้นเลย,,,answered,นพบุรีศรีนครพิงค์เชียงใหม่
129,info,,"เมื่อกษัตริย์ทั้งสามพระองค์ปรึกษาหารือกันแล้ว พญามังรายจึงได้ตกลงสร้างเมืองใหม่ขึ้นมา ณ ที่ราบเชิงดอยสุเทพแห่งนี้ โดยสร้างกำแพงเมืองด้านกว้าง 800 วา ด้านยาว 1,000 วามาบรรจบเป็นรูปสี่เหลี่ยมผืนผ้า ครั้นเมื่อได้เวลาฤกษ์ก็ได้ลงมือขุดคูเวียงและก่อปราการด้านทิศอีสานอันเป็นทิศศรีนครก่อนแล้วอ้อมไปทิศทักษิณไปรอบสี่ด้านพร้อมทั้งตั้งตลาดไปด้วยกันเป็นเวลาสี่เดือนจึงแล้วเสร็จสมบูรณ์กษัตริย์ทั้งสามพระองค์ทรงขนานนามเมืองนี้ว่า “นพบุรีศรีนครพิงค์เชียงใหม่” (สนใจอ่านต่อ) <a target=""_blank"" href=""https://www.chiangmainews.co.th/page/archives/591742"">อ้างอิง</a>",,,pressed,
130,chat,คุณ,เเล้วทางพระญาญี่บาล่ะ จะทำอย่างไรต่อไป?,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
131,chat,ผู้มีพระคุณ,พระญาญี่บาพาครอบครัวหลบหนีขึ้นดอยทาสบเส้าก่อนมุ่งหน้าไปยังเขลางค์นคร (ลำปาง),left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
132,chat,ผู้มีพระคุณ,ความเจ็บช้ำน้ำใจของพระญาญี่บาที่เสียรู้แก่อ้ายฟ้าเล่าว่า,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
133,chat,ผู้มีพระคุณ,“เหลียวหลังคืนผ่อหันควันไฟยังเวียงละพูน พระญาญี่บาน้อยใจก็ร้องร่ำไห้ร่ำไรมากนัก”,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
134,chat,คุณ,คำเมืองเเปลได้ใช่ไหม? สิริ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
135,chat,สิริ,ได้ค่ะ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_010852.png,delay,
136,chat,สิริ,“ฝ่ายพระญาญี่บาเมื่อออกจากเมืองไป ข้ามเขาชุหรบรรพต เหลียวหลังมาดูพระนครของตนเห็นควันไฟตลบฟุ้ง กลบกลุ้มถึงอากาศก็คาดพระทัยได้ว่าเสียเมืองแก่ข้าศึกแล้ว ก็ทรงกันแสงไห้พิไรร่ำอยู่ ณ ที่นั้น” เขาลูกนั้นจึงได้ชื่อว่า ดอยบาไห้,left,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_010852.png,pressed,
137,chat,คุณ,อ๋อ... เข้าใจแล้ว,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
138,chat,คุณ,แต่พระเเก้วขาวมีความเกี่ยวข้องกันยังไงล่ะ?,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
139,chat,ผู้มีพระคุณ,พระเเก้วขาว??,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
140,chat,คุณ,จริงสิ เมื่อก่อน พระเเก้วขาวถูกเรียกว่าพระเสตังคมณี,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
141,chat,คุณ,ผมหมายถึงพระเสตังคมณี มีความเกี่ยวข้องยังไงกับเรื่องนี้?,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
142,chat,ผู้มีพระคุณ,เมื่อพระญามังรายยกพลเข้าเมืองได้แล้ว ก็ออกตรวจดูความเสียหาย สิ่งที่ทำให้พระญามังรายประหลาดใจที่สุด คือหอพระ...,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
143,chat,ผู้มีพระคุณ,ที่อยู่บริเวณพระราชวังของพระญายีบาไม่ถูกไฟไหม้ แต่บริเวณรอบๆ กลับถูกไฟเผาพินาศหมด พระญามังรายจึงเข้าไปดู เห็นพระเสตังคมณีสถิตอยู่ที่นั่น ก็เกิดศรัทธาจึงอัญเชิญองค์พระเสตังคมณีมาประดิษฐานไว้ ณ ที่ประทับของตน,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
144,chat,คุณ,ก็คือวัดเชียงมั่นสินะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
145,chat,คุณ,เเต่จะว่าไปปกติคนจะยึดเมืองจะไม่ทำอะไรให้เมืองต้องเสียหาย เพราะต้องใช้เงินมหาสารเเละทรัพยากรคนเเละเวลา ในการซ่อมเมือง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
146,chat,คุณ,เเต่พระญามังรายกลับเผาเมือง หรือนี่คือวิธี “ข่มขวัญ” ศัตรูในเเบบ “ผู้ชนะ”..,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
147,chat,คุณ,ประกาศให้โลกรู้ถึงแสนยานุภาพว่า พระองค์ต้องการรวมเมืองโบราณจากลุ่มแม่ปิง ให้รวมกับนครเงินยางจากลุ่มน้ำกก เพื่อให้ผู้คนเกรงกลัวพระองค์ ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
148,chat,คุณ,แต่ถ้าพระญาญี่บากับครอบครัวออกจากเมืองได้ เเสดงว่าตอนนี้ก็อาจจะยังมีชีวิตอยู่นะสิ!?,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
149,chat,ผู้มีพระคุณ,โปรดอย่าถามอะไรอีกเลย..,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
150,chat,ผู้มีพระคุณ,คุณเป็นคนนำมา ถึงเวลาต้องนำกลับคืนเเล้ว...,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
151,chat,ผู้มีพระคุณ,หากพระเสตังคมณีหายไป ลูกๆหลานๆก็คงจะไม่ได้เห็นสิ่งล้ำค่าเช่นนี้ ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
152,info,,คุณเก็บความสงสัยไว้ในใจ เเล้วทำตามที่ผู้มีพระคุณบอก คุณกล่าวขอบคุณเเละบอกลา ก่อนจะเดินจากไป,,,pressed,
153,chat,คุณ,น่าจะใกล้ถึงวัดเชียงมั่นเเล้วนะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
154,chat,คุณ,เเต่ผู้ชายคนนั้นรู้รายละเอียดขนาดนี้ ท่าจะเป็นคนสำคัญของเมืองลำพูน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
155,chat,คุณ,อ่า! อะไรกัน นี่เราสงสัยอะไรในตัวผู้มีพระคุณกันนะ?,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
156,chat,คุณ,กลับมาที่ภารกิจของเราก่อน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
157,chat,คุณ,เครื่อง TMC ไม่สามารถใช้งานหลายครั้งติดกันได้ ต้องรอให้พลังงานกลับมาก่อนถึงจะใช้ได้อีกครั้ง ถ้าเครื่องของเรากับพวกนั้นถูกใช้ในเวลาใกล้เคียงกัน ก็อีกนานเลยกว่าจะใช้ได้ พวกมันหนีไปได้ไม่ไกลหรอก!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
